Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier\n
Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier\n
Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier\n
Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier
DXU,34L,DENVER,CO,GS,39605,36622,51277,4590,NM,1,2710
DXU,34L,DENVER,CO,LOC,31682,28909,35031,18287,NM,1,2710
DYH,19L,KANSAS CITY,MO,GS,11403,11222,8414,15005,CE,2,2710
DYH,19L,KANSAS CITY,MO,LOC,16149,21957,22795,8446,CE,2,2710
DZG,07,DENVER,CO,GS,16171,13373,9293,34399,NM,1,2710
DZG,07,DENVER,CO,LOC,85464,86504,8185,162742,NM,1,2710
DZH,04,CULPEPER,VA,LOC,32198,39705,44898,6799,EA,X,2710
EAR,36,KEARNEY,NE,GS,10409,10761,5978,22203,CE,3,2710
EAR,36,KEARNEY,NE,LOC,13168,13037,11060,17956,CE,3,2710
EAU,22,EAU CLAIRE,WI,GS,16482,15441,8267,46229,GL,3,2710
EAU,22,EAU CLAIRE,WI,LOC,13207,13100,8280,32550,GL,3,2710
ECC,20,CEDAR CITY,UT,GS,8996,9079,6073,14621,NM,3,2710
ECC,20,CEDAR CITY,UT,LOC,9085,9177,4790,24753,NM,3,2710
ECD,01,PROSPECT CR,AK,LOC,406416,-1,-1,406416,AL,,2710
ECH,11,KETCHIKAN,AK,GS,25046,25391,2828,111388,AL,3,2710
ECH,11,KETCHIKAN,AK,LOC,3754,4405,5260,7898,AL,3,2710
EDE,19,EDENTON,NC,GS,45611,44560,60419,30802,EA,3,2710
EDE,19,EDENTON,NC,LOC,10618,7968,4897,28615,EA,3,2710
EDI,32R,OMAHA,NE,GS,6435,7923,9820,7748,CE,3,2710
EDI,32R,OMAHA,NE,LOC,15853,16449,16097,1951,CE,3,2710
EEE,01,AMES,IA,GS,4561,4802,4071,2452,CE,3,2710
EEE,01,AMES,IA,LOC,6801,8458,11077,4685,CE,3,2710
EEI,36R,COVINGTON,KY,GS,7413,6689,5139,11381,SO,2,2710
EEI,36R,COVINGTON,KY,LOC,19101,17697,9062,52778,SO,2,2710
EEN,02,KEENE,NH,GS,7745,5466,3645,20504,NE,1,2710
EEN,02,KEENE,NH,LOC,376,446,455,297,NE,1,2710
EEZ,31,ALEXANDRIA,MN,GS,94869,94712,101221,88517,GL,X,2710
EEZ,31,ALEXANDRIA,MN,LOC,94376,93828,113486,75265,GL,X,2710
EFE,18,MCKINNEY,TX,GS,14562,14949,12857,8544,SW,3,2710
EFE,18,MCKINNEY,TX,LOC,5567,4831,4764,10784,SW,3,2710
EGK,24L,DAYTON,OH,GS,4699,5522,4292,7224,GL,3,2710
EGK,24L,DAYTON,OH,LOC,11221,11519,9399,11623,GL,3,2710
EIF,26,PITTSFIELD,MA,LOC,4968,5646,3621,6851,NE,3,2710
EIU,35,ENID,OK,GS,14781,20405,13438,8026,SW,3,2710
EIU,35,ENID,OK,LOC,13316,14268,13055,8045,SW,3,2710
EJR,21L,ROMULUS,MI,GS,6297,4702,5403,7372,GL,1,2710
EJR,21L,ROMULUS,MI,LOC,15050,16710,14587,11844,GL,1,2710
EKI,31,CRP CHRISTI,TX,LOC,17486,17377,8481,45076,SW,3,2710
EKO,24,ELKO,NV,LOC,13443,13598,12634,5335,WP,3,2710
EKP,02,WISC RAPIDS,WI,LOC,3192,-1,-1,3192,GL,X,2710
EKW,29,WORCESTER,MA,GS,4327,4706,3492,5092,NE,3,2710
EKW,29,WORCESTER,MA,LOC,3235,3868,2167,5554,NE,3,2710
EKY,05,BESSEMER,AL,GS,1595,578,2255,2341,SO,3,2710
EKY,05,BESSEMER,AL,LOC,3557,4604,4325,2214,SO,3,2710
ELD,22,EL DORADO,AR,GS,3764,2862,3897,820,SW,3,2710
ELD,22,EL DORADO,AR,LOC,2429,3001,3413,3314,SW,3,2710
ELL,36L,HUNTSVILLE,AL,GS,6588,6662,2199,22423,SO,3,2710
ELL,36L,HUNTSVILLE,AL,LOC,14302,18626,24920,16689,SO,3,2710
ELM,24,ELMIRA,NY,GS,2502,2936,2430,1301,EA,3,2710
ELM,24,ELMIRA,NY,LOC,8749,10675,11067,1301,EA,3,2710
ELP,22,EL PASO,TX,GS,11138,11037,3347,39816,SW,3,2710
ELP,22,EL PASO,TX,LOC,5471,5896,5261,1080,SW,3,2710
ELZ,28,WELLSVILLE,NY,LOC,7704,7904,3037,26550,EA,X,2710
EMB,17R,ABILENE,TX,LOC,11526,12227,9303,22198,SW,3,2710
EMV,34,EMPORIA,VA,LOC,90924,89959,118725,63122,EA,X,2710
ENA,20R,KENAI,AK,GS,1068,1411,1053,651,AL,3,2710
ENA,20R,KENAI,AK,LOC,15008,16999,14169,9892,AL,3,2710
ENF,32L,OMAHA,NE,GS,7699,9411,7668,2697,CE,3,2710
ENF,32L,OMAHA,NE,LOC,4321,3943,1942,12440,CE,3,2710
ENW,07L,KENOSHA,WI,GS,15188,15045,11178,20983,GL,3,2710
ENW,07L,KENOSHA,WI,LOC,5489,5496,2565,14673,GL,3,2710
EPA,27L,ROMULUS,MI,GS,15434,18770,15833,14237,GL,1,2710
EPA,27L,ROMULUS,MI,LOC,12282,13394,11793,14237,GL,1,2710
EPC,26L,OAHU HONOLULU,HI,LOC,8100,8522,342,38795,WP,1,2710
EPR,10,ELIZABETH CTY,NC,GS,12994,12074,12454,4761,EA,3,2710
EPR,10,ELIZABETH CTY,NC,LOC,8612,8988,6240,11932,EA,3,2710
EQX,05,AKRON,OH,GS,18031,26485,16934,8428,GL,3,2710
EQX,05,AKRON,OH,LOC,15602,15082,6172,49538,GL,3,2710
EQY,05,MONROE,NC,GS,52912,50095,68068,7444,SO,X,2710
EQY,05,MONROE,NC,LOC,19434,19924,14920,26262,SO,X,2710
ERI,06,ERIE,PA,GS,16677,17320,15311,6839,EA,3,2710
ERI,06,ERIE,PA,LOC,13611,15821,14500,4489,EA,3,2710
ERJ,14,ALEXANDRIA,LA,GS,1432,1473,902,4493,SW,3,2710
ERJ,14,ALEXANDRIA,LA,LOC,4195,4373,7876,9175,SW,3,2710
ERP,25,DENVER,CO,GS,57652,47813,105017,10286,NM,1,2710
ERP,25,DENVER,CO,LOC,4490,0,5402,10286,NM,1,2710
ERV,30,KERRVILLE,TX,LOC,6210,6640,5205,5312,SW,3,2710
ESC,09,ESCANABA,MI,GS,4500,1710,1921,15319,GL,3,2710
ESC,09,ESCANABA,MI,LOC,4394,3857,1547,14240,GL,3,2710
ESF,27,ALEXANDRIA,LA,GS,11293,11112,12135,5935,SW,3,2710
ESF,27,ALEXANDRIA,LA,LOC,3931,3956,3439,2721,SW,3,2710
ESJ,25,EAGLE,CO,GS,3106,3274,883,11445,NM,3,2710
ESJ,25,EAGLE,CO,LOC,33866,41618,41186,11904,NM,3,2710
ETB,31,WEST BEND,WI,LOC,142132,134720,255694,28570,GL,,2710
ETF,04,EL PASO,TX,LOC,4382,4488,1663,19664,SW,3,2710
ETI,09,JOHNS ISLAND,SC,GS,14811,14141,12306,12629,SO,3,2710
ETI,09,JOHNS ISLAND,SC,LOC,10818,11432,10629,2576,SO,3,2710
EUG,16R,EUGENE,OR,GS,19494,20394,19062,6775,NM,3,2710
EUG,16R,EUGENE,OR,LOC,8388,9030,7726,3340,NM,3,2710
EUY,23,MURRAY,KY,LOC,1703,2151,1303,2021,SO,3,2710
EVO,36,OLIVE BRANCH,MS,LOC,9169,10034,10242,1424,SO,3,2710
EVV,22,EVANSVILLE,IN,GS,5167,3773,4453,7539,GL,3,2710
EVV,22,EVANSVILLE,IN,LOC,14476,15006,10893,31303,GL,3,2710
EVW,23,EVANSTON,WY,GS,496,0,5872,1706,NM,3,2710
EVW,23,EVANSTON,WY,LOC,3132,5223,5963,842,NM,3,2710
EWB,05,NEW BEDFORD,MA,GS,4019,3854,3106,5691,NE,3,2710
EWB,05,NEW BEDFORD,MA,LOC,3257,3765,2034,7764,NE,3,2710
EWN,04,NEW BERN,NC,GS,3272,3632,465,14051,SO,3,2710
EWN,04,NEW BERN,NC,LOC,675,525,397,3220,SO,3,2710
EWR,04L,NEWARK,NJ,GS,29569,30044,28658,5885,EA,1,2710
EWR,04L,NEWARK,NJ,LOC,18241,17152,16163,31252,EA,1,2710
EXO,25,ORLANDO,FL,GS,4868,5696,5333,1326,SO,3,2710
EXO,25,ORLANDO,FL,LOC,5653,5765,5643,1344,SO,3,2710
EXR,17L,OKLAHOMA CITY,OK,GS,6303,4476,6852,841,SW,3,2710
EXR,17L,OKLAHOMA CITY,OK,LOC,793,786,1993,870,SW,3,2710
EXS,18L,MEMPHIS,TN,GS,4164,4484,6368,1376,SO,1,2710
EXS,18L,MEMPHIS,TN,LOC,12392,12695,1636,54918,SO,1,2710
EXW,26,MARTINSBURG,WV,GS,1574,1881,254,6605,EA,3,2710
EXW,26,MARTINSBURG,WV,LOC,20210,19593,5651,72797,EA,3,2710
EXX,06,LEXINGTON,NC,GS,17017,12625,11270,35580,SO,X,2710
EXX,06,LEXINGTON,NC,LOC,170520,-1,-1,170520,SO,X,2710
EYE,21,INDIANAPOLIS,IN,LOC,1225,1003,1060,3177,GL,3,2710
EYK,05,CHESAPEAKE,VA,GS,13389,11794,15954,10092,EA,X,2710
EYK,05,CHESAPEAKE,VA,LOC,117840,116226,167850,67830,EA,X,2710
EYR,24,MEXICO,MO,LOC,47847,45262,39583,64377,CE,3,2710
EYU,06X,CLEVELAND,OH,GS,47228,47893,4424,132837,GL,,2710
EYU,06X,CLEVELAND,OH,LOC,75096,-1,-1,75096,GL,,2710
EZA,04R,NEWARK,NJ,GS,17391,16451,14707,13419,EA,1,2710
EZA,04R,NEWARK,NJ,LOC,7566,7964,6329,13419,EA,1,2710
EZD,02,RICHMOND,VA,GS,763,773,662,539,EA,3,2710
EZD,02,RICHMOND,VA,LOC,6204,7315,7260,7232,EA,3,2710
EZN,02C,NASHVILLE,TN,GS,5511,8017,8245,1397,SO,2,2710
EZN,02C,NASHVILLE,TN,LOC,10652,10825,6249,35264,SO,2,2710
FAI,20R,FAIRBANKS,AK,GS,16561,17206,16523,4250,AL,3,2710
FAI,20R,FAIRBANKS,AK,LOC,6947,5154,6900,2332,AL,3,2710
FAR,36,FARGO,ND,GS,22234,19816,58569,27073,GL,3,2710
FAR,36,FARGO,ND,LOC,3072,2830,2170,5671,GL,3,2710
FAT,29R,FRESNO,CA,GS,24278,28957,30671,6131,WP,3,2710
FAT,29R,FRESNO,CA,LOC,6104,4525,5130,7966,WP,3,2710
FBS,34,HIGHFILL,AR,GS,8944,7945,9440,6963,SW,3,2710
FBS,34,HIGHFILL,AR,LOC,7241,6047,5467,17380,SW,3,2710
FCM,10R,EDEN PRAIRIE,MN,GS,611,902,766,177,GL,3,2710
FCM,10R,EDEN PRAIRIE,MN,LOC,2235,2378,4997,1257,GL,3,2710
FDI,36,POPLAR BLUFF,MO,LOC,371088,-1,-1,371088,GL,,2710
FDK,23,FREDERICK,MD,GS,9474,9308,5934,19284,EA,1,2710
FDK,23,FREDERICK,MD,LOC,20676,21392,15889,66243,EA,1,2710
FFC,31,PEACHTREE CTY,GA,GS,111768,-1,-1,111768,SO,X,2710
FFC,31,PEACHTREE CTY,GA,LOC,84939,55653,123589,7640,SO,X,2710
FFM,31,FERGUS FALLS,MN,GS,81004,64315,107826,27359,GL,X,2710
FFM,31,FERGUS FALLS,MN,LOC,47345,16560,56823,9433,GL,X,2710
FFT,25,FRANKFORT,KY,LOC,5747,3990,6648,6605,SO,3,2710
FFV,14,SARASOTA,FL,GS,3320,4217,3789,196,SO,3,2710
FFV,14,SARASOTA,FL,LOC,5212,5560,5526,6414,SO,3,2710
FGH,04,EASTON,MD,GS,8242,7832,6809,7254,EA,1,2710
FGH,04,EASTON,MD,LOC,12841,14786,13756,5572,EA,1,2710
FJD,10R,FORT PIERCE,FL,GS,20229,24641,24897,9077,SO,X,2710
FJD,10R,FORT PIERCE,FL,LOC,28306,34018,35134,994,SO,X,2710
FJN,36R,DAL-FT WORTH,TX,GS,4798,450,4554,1378,SW,1,2710
FJN,36R,DAL-FT WORTH,TX,LOC,9494,7556,9043,13730,SW,1,2710
FJQ,20,NEWPORT NEWS,VA,LOC,9924,6021,22042,12918,EA,3,2710
FJU,04R,CHICAGO,IL,GS,14097,14299,12666,15528,GL,1,2710
FJU,04R,CHICAGO,IL,LOC,5638,5764,3166,15528,GL,1,2710
FKL,21,FRANKLIN,PA,GS,17502,19450,17746,25420,EA,3,2710
FKL,21,FRANKLIN,PA,LOC,17420,18744,17610,1160,EA,3,2710
FKO,15,SCAPPOOSE,OR,LOC,5666,5805,2803,15896,NM,3,2710
FLD,36,FOND DU LAC,WI,LOC,1855,0,1744,2385,GL,2,2710
FLG,21,FLAGSTAFF,AZ,GS,1908,1802,2352,1640,WP,3,2710
FLG,21,FLAGSTAFF,AZ,LOC,863,711,859,581,WP,3,2710
FLL,10R,FT LAUDERDALE,FL,GS,15298,19620,17507,8670,SO,1,2710
FLL,10R,FT LAUDERDALE,FL,LOC,5840,16960,18609,1687,SO,1,2710
FLO,09,FLORENCE,SC,GS,6123,6162,3366,13802,SO,3,2710
FLO,09,FLORENCE,SC,LOC,4609,5149,4177,4880,SO,3,2710
FLQ,17C,DAL-FT WORTH,TX,GS,6615,5643,7120,2956,SW,1,2710
FLQ,17C,DAL-FT WORTH,TX,LOC,13962,14251,13375,2956,SW,1,2710
FLZ,22R,SPOKANE,WA,GS,9629,10990,9638,3030,NM,3,2710
FLZ,22R,SPOKANE,WA,LOC,3459,5659,3697,3674,NM,3,2710
FMH,23,FALMOUTH,MA,GS,14996,15477,14401,3048,NE,1,2710
FMH,23,FALMOUTH,MA,LOC,14404,15321,12142,14142,NE,1,2710
FMN,25,FARMINGTON,NM,GS,6148,7069,7265,3178,NM,3,2710
FMN,25,FARMINGTON,NM,LOC,29879,34133,32702,10714,NM,3,2710
FMY,05,FT MYERS,FL,GS,1747,2299,1975,509,SO,3,2710
FMY,05,FT MYERS,FL,LOC,5749,6127,4338,9129,SO,3,2710
FND,15R,BALTIMORE,MD,GS,15369,14412,13304,10600,EA,1,2710
FND,15R,BALTIMORE,MD,LOC,379,604,372,413,EA,1,2710
FNF,22,HOUSTON,TX,GS,4001,4389,3271,4065,SW,1,2710
FNF,22,HOUSTON,TX,LOC,3277,3946,3247,826,SW,1,2710
FNL,33,FORT COLLINS,CO,GS,7044,7432,3423,18104,NM,1,2710
FNL,33,FORT COLLINS,CO,LOC,3639,4729,5191,223,NM,1,2710
FNO,03,CLINTON,IA,GS,15691,13886,11587,21725,CE,3,2710
FNO,03,CLINTON,IA,LOC,19545,19620,18859,16491,CE,3,2710
FNP,28,SAN FRANCISCO,CA,GS,26886,26869,27098,26673,WP,X,2710
FNP,28,SAN FRANCISCO,CA,LOC,26890,27956,1386,52393,WP,X,2710
FNT,09,FLINT,MI,GS,4103,4461,3756,2304,GL,3,2710
FNT,09,FLINT,MI,LOC,3649,3683,3166,5161,GL,3,2710
FNU,27R,SANFORD,FL,GS,1395,0,682,4405,SO,3,2710
FNU,27R,SANFORD,FL,LOC,3885,3272,4540,5767,SO,3,2710
FOD,06,FORT DODGE,IA,GS,24809,25259,17496,38287,CE,3,2710
FOD,06,FORT DODGE,IA,LOC,22812,23406,20024,38287,CE,3,2710
FOE,31,TOPEKA,KS,GS,3260,3542,2840,2144,CE,3,2710
FOE,31,TOPEKA,KS,LOC,6705,7607,8226,6943,CE,3,2710
FOG,32,SHREVEPORT,LA,GS,3329,1765,4991,2859,SW,3,2710
FOG,32,SHREVEPORT,LA,LOC,1740,1974,2611,3392,SW,3,2710
FOK,24,WESTHAMPTON,NY,GS,32163,27417,23901,65211,NE,X,2710
FOK,24,WESTHAMPTON,NY,LOC,422208,-1,-1,422208,NE,X,2710
FQD,01,RUTHERFORDTON,NC,LOC,211824,-1,-1,211824,SO,X,2710
FQE,29,EFFINGHAM,IL,LOC,84006,85041,8766,159245,GL,,2710
FQJ,31,FAIRMONT,MN,GS,73441,57244,105142,10038,GL,X,2710
FQJ,31,FAIRMONT,MN,LOC,55068,42798,62839,31755,GL,X,2710
FQR,02,FITZGERALD,GA,LOC,66888,-1,-1,66888,SO,X,2710
FQS,05L,COLUMBUS,OH,GS,48321,42002,70956,3052,GL,X,2710
FQS,05L,COLUMBUS,OH,LOC,28914,24311,31841,17210,GL,X,2710
FQV,35,PLATTSBURGH,NY,GS,3320,6509,5927,1085,NE,3,2710
FQV,35,PLATTSBURGH,NY,LOC,7910,7655,9558,1307,NE,3,2710
FRG,14,FARMINGDALE,NY,GS,1018,1275,821,1375,EA,3,2710
FRG,14,FARMINGDALE,NY,LOC,1769,2110,1617,2650,EA,3,2710
FRL,34L,JACKSON,MS,GS,15804,15496,14214,8524,SO,3,2710
FRL,34L,JACKSON,MS,LOC,19360,20913,21240,3555,SO,3,2710
FSD,03,SIOUX FALLS,SD,GS,4294,5091,5201,6050,GL,3,2710
FSD,03,SIOUX FALLS,SD,LOC,4250,3364,3316,4881,GL,3,2710
FSM,25,FORT SMITH,AR,GS,7629,8190,7615,540,SW,3,2710
FSM,25,FORT SMITH,AR,LOC,9689,11338,11515,540,SW,3,2710
FSQ,27L,ATLANTA,GA,GS,24693,27127,25347,19316,SO,1,2710
FSQ,27L,ATLANTA,GA,LOC,7655,7683,4139,25187,SO,1,2710
FTG,26,FRONT RANGE,CO,GS,21672,19698,15905,40251,NM,3,2710
FTG,26,FRONT RANGE,CO,LOC,21759,21082,11537,51126,NM,3,2710
FTW,16,FORT WORTH,TX,GS,2487,2103,2035,3223,SW,3,2710
FTW,16,FORT WORTH,TX,LOC,1929,556,1952,1493,SW,3,2710
FTY,08,FULTON COUNTY,GA,GS,4430,4537,2835,10422,SO,3,2710
FTY,08,FULTON COUNTY,GA,LOC,1285,2150,2896,179,SO,3,2710
FUI,08,DENVER,CO,GS,16270,15943,14761,10369,NM,1,2710
FUI,08,DENVER,CO,LOC,14247,16924,19495,9507,NM,1,2710
FUL,24,FULLERTON,CA,LOC,1975,0,4453,1565,WP,3,2710
FUN,09R,ATLANTA,GA,GS,19447,21263,20306,16468,SO,1,2710
FUN,09R,ATLANTA,GA,LOC,9316,10164,9295,7612,SO,1,2710
FUQ,36,DUBUQUE,IA,GS,1159,900,630,2693,CE,3,2710
FUQ,36,DUBUQUE,IA,LOC,8488,10395,10019,2304,CE,3,2710
FVH,36,ANKENY,IA,GS,6951,7716,7358,388,CE,3,2710
FVH,36,ANKENY,IA,LOC,15465,18583,17143,727,CE,3,2710
FVJ,23L,INDIANAPOLIS,IN,GS,7677,7422,5852,12006,GL,2,2710
FVJ,23L,INDIANAPOLIS,IN,LOC,3887,4929,4557,347,GL,2,2710
FVZ,24X,CLEVELAND,OH,GS,75096,-1,-1,75096,GL,,2710
FVZ,24X,CLEVELAND,OH,LOC,75096,-1,-1,75096,GL,,2710
FWA,32,FORT WAYNE,IN,GS,4890,4117,3628,6443,GL,3,2710
FWA,32,FORT WAYNE,IN,LOC,1526,2163,1851,1542,GL,3,2710
FXE,09,FT LAUDERDALE,FL,GS,2572,765,6190,4515,SO,3,2710
FXE,09,FT LAUDERDALE,FL,LOC,7083,13589,15873,198,SO,3,2710
FYJ,10,WESTPOINT,VA,LOC,46056,-1,-1,46056,EA,X,2710
FYM,20,FAYETTEVILLE,TN,LOC,275232,-1,-1,275232,SO,X,2710
FYV,16,FAYETTEVILLE,AR,LOC,10910,12466,14395,15054,SW,3,2710
FZR,17,FRONT RANGE,CO,GS,546,0,490,1049,NM,3,2710
FZR,17,FRONT RANGE,CO,LOC,8820,13939,8248,2891,NM,3,2710
FZU,26L,CHESTERFIELD,MO,GS,3523,3808,3714,4872,CE,3,2710
FZU,26L,CHESTERFIELD,MO,LOC,7599,6997,6759,11136,CE,3,2710
FZY,33,FULTON,NY,GS,960,0,1007,462,EA,3,2710
FZY,33,FULTON,NY,LOC,5653,6832,6778,367,EA,3,2710
GAD,24,GADSDEN,AL,GS,9905,10083,7391,12778,SO,3,2710
GAD,24,GADSDEN,AL,LOC,29472,25184,42681,3053,SO,3,2710
GAO,36,GALLIANO,LA,GS,27154,28058,8057,46251,SW,X,2710
GAO,36,GALLIANO,LA,LOC,33086,31870,26504,46251,SW,X,2710
GBD,35,GREAT BEND,KS,GS,2503,2534,1680,4206,CE,3,2710
GBD,35,GREAT BEND,KS,LOC,21851,22631,20592,24868,CE,3,2710
GBG,03,GALESBURG,IL,GS,6943,7888,7485,1491,GL,3,2710
GBG,03,GALESBURG,IL,LOC,8366,8787,7966,2412,GL,3,2710
GBI,05,BUFFALO,NY,GS,8523,8499,6587,9840,EA,3,2710
GBI,05,BUFFALO,NY,LOC,1878,2004,1226,3417,EA,3,2710
GBY,12,MARSHALL,MN,GS,224424,-1,-1,224424,GL,X,2710
GBY,12,MARSHALL,MN,LOC,224424,-1,-1,224424,GL,X,2710
GCK,35,GARDEN CITY,KS,GS,3073,4296,3935,1231,CE,3,2710
GCK,35,GARDEN CITY,KS,LOC,8087,8785,6821,6940,CE,3,2710
GCN,03,GRAND CANYON,AZ,GS,3731,2949,3880,5230,WP,3,2710
GCN,03,GRAND CANYON,AZ,LOC,29948,42468,38187,5230,WP,3,2710
GCS,29,PORTLAND,ME,GS,6296,7784,5995,7201,NE,3,2710
GCS,29,PORTLAND,ME,LOC,14369,16174,15317,8171,NE,3,2710
GCY,05,GREENVILLE,TN,LOC,83136,-1,-1,83136,SO,,2710
GDI,13,FLUSHING,NY,GS,11511,11901,9715,10701,EA,1,2710
GDI,13,FLUSHING,NY,LOC,10687,11067,8610,10701,EA,1,2710
GEG,21,SPOKANE,WA,GS,9905,6999,7070,14180,NM,3,2710
GEG,21,SPOKANE,WA,LOC,14408,14759,12046,12656,NM,3,2710
GEM,12,MIAMI,FL,GS,1190,1551,1040,1062,SO,1,2710
GEM,12,MIAMI,FL,LOC,6503,7034,5784,5385,SO,1,2710
GEQ,27,MOLINE,IL,GS,5259,3172,3684,16136,GL,3,2710
GEQ,27,MOLINE,IL,LOC,4037,4377,1947,12730,GL,3,2710
GFK,35L,GRAND FORKS,ND,GS,14648,15464,10551,29460,GL,2,2710
GFK,35L,GRAND FORKS,ND,LOC,6243,6697,6123,19475,GL,2,2710
GFL,01,GLENS FALLS,NY,GS,6419,6794,6368,709,EA,3,2710
GFL,01,GLENS FALLS,NY,LOC,5001,4786,4892,709,EA,3,2710
GFN,32,GREENSBORO,NC,GS,16068,15337,21433,5340,SO,3,2710
GFN,32,GREENSBORO,NC,LOC,48240,-1,-1,48240,SO,3,2710
GFQ,18R,AUSTIN,TX,GS,11441,10322,9869,8335,SW,2,2710
GFQ,18R,AUSTIN,TX,LOC,10330,18990,24630,2477,SW,2,2710
GGG,13,LONGVIEW,TX,GS,30588,39065,35054,12728,SW,3,2710
GGG,13,LONGVIEW,TX,LOC,15322,16737,14075,6247,SW,3,2710
GGZ,23,AKRON,OH,GS,5964,6251,3956,19807,GL,3,2710
GGZ,23,AKRON,OH,LOC,4159,4204,4105,3821,GL,3,2710
GHI,27,HOUSTON,TX,GS,21966,23958,21456,14403,SW,1,2710
GHI,27,HOUSTON,TX,LOC,6821,7481,8848,8457,SW,1,2710
GHO,09R,PALM B GARDEN,FL,GS,8834,8635,8574,6753,SO,3,2710
GHO,09R,PALM B GARDEN,FL,LOC,8202,8709,7737,5879,SO,3,2710
GJC,05,COLUMBIA,SC,GS,6990,0,3886,27565,SO,3,2710
GJC,05,COLUMBIA,SC,LOC,3846,3083,3954,317,SO,3,2710
GJT,11,GRAND JCT,CO,GS,326,0,453,148,NM,3,2710
GJT,11,GRAND JCT,CO,LOC,6917,6246,3469,19300,NM,3,2710
GKJ,25,MEADVILLE,PA,LOC,2536,1440,1257,7418,EA,3,2710
GKK,05L,RALEIGH,NC,GS,4051,4076,3238,5388,SO,2,2710
GKK,05L,RALEIGH,NC,LOC,2979,3180,2507,3214,SO,2,2710
GKV,07,FORT SMITH,AR,GS,21090,24211,22690,22371,SW,3,2710
GKV,07,FORT SMITH,AR,LOC,3830,3904,4360,565,SW,3,2710
GKY,34,ARLINGTON,TX,GS,18313,19140,17190,19969,SW,3,2710
GKY,34,ARLINGTON,TX,LOC,22962,26329,18409,28009,SW,3,2710
GLC,27L,PHILADELPHIA,PA,GS,26075,28832,23991,19185,EA,1,2710
GLC,27L,PHILADELPHIA,PA,LOC,4712,4302,1190,20185,EA,1,2710
GLD,30,GOODLAND,KS,GS,16022,21181,18821,5576,CE,3,2710
GLD,30,GOODLAND,KS,LOC,6859,7545,6372,3989,CE,3,2710
GLH,18L,GREENVILLE,MS,GS,4448,5327,4407,2359,SO,3,2710
GLH,18L,GREENVILLE,MS,LOC,3474,3984,3016,3032,SO,3,2710
GLR,09,GAYLORD,MI,GS,11899,14038,14835,7568,GL,3,2710
GLR,09,GAYLORD,MI,LOC,8427,8003,6345,10570,GL,3,2710
GLS,14,GALVESTON,TX,GS,10503,10869,7771,13663,SW,3,2710
GLS,14,GALVESTON,TX,LOC,9454,9319,9410,340,SW,3,2710
GLW,08,GLASGOW,KY,LOC,392232,-1,-1,392232,SO,,2710
GMF,07R,MILWAUKEE,WI,GS,2140,632,1215,4634,GL,2,2710
GMF,07R,MILWAUKEE,WI,LOC,5221,4998,3446,9246,GL,2,2710
GMU,01,GREENVILLE,SC,GS,5751,6280,6000,2178,SO,3,2710
GMU,01,GREENVILLE,SC,LOC,4828,4673,3746,5601,SO,3,2710
GMX,24,WILMINGTON,NC,GS,12610,13535,11447,5956,SO,3,2710
GMX,24,WILMINGTON,NC,LOC,5190,2826,2634,12803,SO,3,2710
GNF,13,GRENADA,MS,GS,217656,-1,-1,217656,SO,,2710
GNF,13,GRENADA,MS,LOC,54298,47306,51741,61970,SO,,2710
GNJ,22,LEXINGTON,KY,GS,1986,1225,1582,2163,SO,3,2710
GNJ,22,LEXINGTON,KY,LOC,789,399,404,2163,SO,3,2710
GNK,31,LAGRANGE,GA,GS,11574,10938,5243,34232,SO,1,2710
GNK,31,LAGRANGE,GA,LOC,18733,17611,11378,44169,SO,1,2710
GNM,06,WILMINGTON,NC,GS,7720,7913,5347,11913,SO,3,2710
GNM,06,WILMINGTON,NC,LOC,8868,8107,7077,8959,SO,3,2710
GNV,29,GAINESVILLE,FL,GS,4534,5545,5742,6699,SO,3,2710
GNV,29,GAINESVILLE,FL,LOC,13267,15059,13226,3197,SO,3,2710
GON,05,GROTON,CT,GS,11347,10629,7176,20932,NE,3,2710
GON,05,GROTON,CT,LOC,9882,10759,10235,2673,NE,3,2710
GPE,06R,LOS ANGELES,CA,GS,11787,12191,10119,8357,WP,1,2710
GPE,06R,LOS ANGELES,CA,LOC,14641,15624,12344,21585,WP,1,2710
GPI,02,KALISPELL,MT,GS,15626,0,12353,18131,NM,3,2710
GPI,02,KALISPELL,MT,LOC,9152,9564,3457,28523,NM,3,2710
GPO,21,PORTLAND,OR,LOC,27371,30608,25569,17786,NM,2,2710
GPR,11,NEWARK,NJ,GS,5510,5551,2281,17214,EA,1,2710
GPR,11,NEWARK,NJ,LOC,3320,2838,1158,16159,EA,1,2710
GPT,14,GULFPORT,MS,GS,5562,5610,5015,5048,SO,3,2710
GPT,14,GULFPORT,MS,LOC,4105,1521,4026,9372,SO,3,2710
GPZ,34,GRAND RAPIDS,MN,GS,10794,13638,13528,14999,GL,3,2710
GPZ,34,GRAND RAPIDS,MN,LOC,10643,12645,11393,14999,GL,3,2710
GQR,03,KANSAS CITY,MO,GS,2550,3286,3879,920,CE,3,2710
